,Datetime,WaterTemperature,DissolvedOxygen,device,site,weather_temperature,dewpoint,humidity,windspeed,winddirection
494,2020-06-17 13:00:00,18.39,94.935,device 5,site B,25.0,11.9,44,37.0,248
495,2020-06-17 14:00:00,17.720000000000002,103.43333333333334,device 3,site B,24.0,11.0,44,37.0,251
496,2020-06-17 14:00:00,18.52333333333333,90.67,device 4,site B,24.0,11.0,44,37.0,251
497,2020-06-17 14:00:00,18.42,94.42999999999999,device 5,site B,24.0,11.0,44,37.0,251
498,2020-06-17 15:00:00,17.713333333333335,104.23666666666668,device 3,site B,24.0,11.0,44,37.0,253
499,2020-06-17 15:00:00,18.6,91.985,device 4,site B,24.0,11.0,44,37.0,253
500,2020-06-17 15:00:00,18.473333333333333,97.99333333333334,device 5,site B,24.0,11.0,44,37.0,253
501,2020-06-17 16:00:00,17.759999999999998,105.02,device 3,site B,23.0,11.1,47,35.2,257
502,2020-06-17 16:00:00,18.63,93.79666666666667,device 4,site B,23.0,11.1,47,35.2,257
503,2020-06-17 16:00:00,18.41,98.74666666666667,device 5,site B,23.0,11.1,47,35.2,257
504,2020-06-17 17:00:00,17.83666666666667,104.76333333333334,device 3,site B,23.0,10.1,44,33.3,259
505,2020-06-17 17:00:00,18.673333333333336,95.08,device 4,site B,23.0,10.1,44,33.3,259
506,2020-06-17 17:00:00,18.555,102.345,device 5,site B,23.0,10.1,44,33.3,259
507,2020-06-17 18:00:00,17.816666666666666,105.57000000000001,device 3,site B,22.0,11.1,50,31.5,259
508,2020-06-17 18:00:00,18.666666666666668,95.60333333333334,device 4,site B,22.0,11.1,50,31.5,259
509,2020-06-17 18:00:00,18.55,103.17,device 5,site B,22.0,11.1,50,31.5,259
510,2020-06-17 19:00:00,17.786666666666665,105.99333333333334,device 3,site B,21.0,12.2,57,27.8,259
511,2020-06-17 19:00:00,18.67,95.2,device 4,site B,21.0,12.2,57,27.8,259
512,2020-06-17 19:00:00,18.53,101.89333333333332,device 5,site B,21.0,12.2,57,27.8,259
513,2020-06-17 20:00:00,17.790000000000003,105.33999999999999,device 3,site B,20.0,13.0,64,22.2,263
514,2020-06-17 20:00:00,18.653333333333332,95.00333333333333,device 4,site B,20.0,13.0,64,22.2,263
515,2020-06-17 20:00:00,18.529999999999998,102.34333333333332,device 5,site B,20.0,13.0,64,22.2,263
516,2020-06-17 21:00:00,17.75,104.31,device 3,site B,20.0,14.1,69,20.4,264
517,2020-06-17 21:00:00,18.52,93.94,device 4,site B,20.0,14.1,69,20.4,264
518,2020-06-17 21:00:00,18.47,102.87333333333333,device 5,site B,20.0,14.1,69,20.4,264
519,2020-06-17 22:00:00,17.72,103.44000000000001,device 3,site B,20.0,12.0,60,22.2,264
520,2020-06-17 22:00:00,18.48333333333333,93.55333333333333,device 4,site B,20.0,12.0,60,22.2,264
521,2020-06-17 22:00:00,18.57,102.525,device 5,site B,20.0,12.0,60,22.2,264
522,2020-06-17 23:00:00,17.7,102.38,device 3,site B,20.0,12.0,60,18.5,268
523,2020-06-17 23:00:00,18.439999999999998,90.74000000000001,device 4,site B,20.0,12.0,60,18.5,268
524,2020-06-17 23:00:00,18.400000000000002,101.13,device 5,site B,20.0,12.0,60,18.5,268
525,2020-06-18 00:00:00,17.680000000000003,103.55666666666667,device 3,site B,19.0,12.0,64,16.7,268
526,2020-06-18 00:00:00,18.47,90.175,device 4,site B,19.0,12.0,64,16.7,268
527,2020-06-18 00:00:00,18.226666666666667,99.31333333333333,device 5,site B,19.0,12.0,64,16.7,268
528,2020-06-18 01:00:00,17.653333333333332,102.77666666666666,device 3,site B,18.0,12.0,68,13.0,273
529,2020-06-18 01:00:00,18.46,92.17500000000001,device 4,site B,18.0,12.0,68,13.0,273
530,2020-06-18 01:00:00,18.066666666666666,98.18666666666667,device 5,site B,18.0,12.0,68,13.0,273
531,2020-06-18 02:00:00,17.75,102.94,device 3,site B,16.0,12.0,77,11.1,276
532,2020-06-18 02:00:00,18.400000000000002,88.18666666666667,device 4,site B,16.0,12.0,77,11.1,276
533,2020-06-18 02:00:00,17.94333333333333,97.23333333333335,device 5,site B,16.0,12.0,77,11.1,276
534,2020-06-18 03:00:00,17.74,103.44333333333333,device 3,site B,16.0,11.0,72,9.3,283
535,2020-06-18 03:00:00,18.25,88.96000000000001,device 4,site B,16.0,11.0,72,9.3,283
536,2020-06-18 03:00:00,17.814999999999998,95.96000000000001,device 5,site B,16.0,11.0,72,9.3,283
537,2020-06-18 04:00:00,17.706666666666667,102.35666666666668,device 3,site B,17.0,11.1,68,5.5,344
538,2020-06-18 04:00:00,18.12666666666667,89.79,device 4,site B,17.0,11.1,68,5.5,344
539,2020-06-18 04:00:00,17.763333333333332,94.15333333333332,device 5,site B,17.0,11.1,68,5.5,344
540,2020-06-18 05:00:00,17.650000000000002,100.27999999999999,device 3,site B,18.0,11.1,64,5.5,316
541,2020-06-18 05:00:00,18.10666666666667,87.87,device 4,site B,18.0,11.1,64,5.5,316
542,2020-06-18 05:00:00,17.696666666666665,91.76666666666667,device 5,site B,18.0,11.1,64,5.5,316
543,2020-06-18 06:00:00,17.62333333333333,99.13,device 3,site B,20.0,12.0,60,7.4,273
544,2020-06-18 06:00:00,18.083333333333332,85.58333333333333,device 4,site B,20.0,12.0,60,7.4,273
545,2020-06-18 06:00:00,17.666666666666668,90.03000000000002,device 5,site B,20.0,12.0,60,7.4,273
546,2020-06-18 07:00:00,17.623333333333335,101.03000000000002,device 3,site B,20.0,13.0,64,9.3,242
547,2020-06-18 07:00:00,18.07,85.405,device 4,site B,20.0,13.0,64,9.3,242
548,2020-06-18 07:00:00,17.790000000000003,90.72000000000001,device 5,site B,20.0,13.0,64,9.3,242
549,2020-06-18 08:00:00,17.665,101.83,device 3,site B,21.4,12.8,58,14.8,229
550,2020-06-18 08:00:00,18.06,85.13499999999999,device 4,site B,21.4,12.8,58,14.8,229
551,2020-06-18 08:00:00,17.93,93.03999999999999,device 5,site B,21.4,12.8,58,14.8,229
552,2020-06-18 09:00:00,17.723333333333333,103.22333333333334,device 3,site B,22.0,14.1,61,20.4,228
553,2020-06-18 09:00:00,17.97,85.86000000000001,device 4,site B,22.0,14.1,61,20.4,228
554,2020-06-18 09:00:00,17.893333333333334,93.46666666666665,device 5,site B,22.0,14.1,61,20.4,228
555,2020-06-18 10:00:00,17.763333333333335,104.41333333333334,device 3,site B,24.0,12.9,50,27.8,236
556,2020-06-18 10:00:00,18.07,85.75333333333333,device 4,site B,24.0,12.9,50,27.8,236
557,2020-06-18 10:00:00,17.916666666666668,88.94333333333334,device 5,site B,24.0,12.9,50,27.8,236
558,2020-06-18 11:00:00,17.713333333333335,103.71666666666665,device 3,site B,20.0,14.1,69,29.6,237
559,2020-06-18 11:00:00,18.11,86.46,device 4,site B,20.0,14.1,69,29.6,237
560,2020-06-18 11:00:00,18.013333333333335,90.56,device 5,site B,20.0,14.1,69,29.6,237
561,2020-06-18 12:00:00,17.715,104.065,device 3,site B,20.0,14.1,69,31.5,237
562,2020-06-18 12:00:00,18.215,87.685,device 4,site B,20.0,14.1,69,31.5,237
563,2020-06-18 12:00:00,18.1,91.97999999999999,device 5,site B,20.0,14.1,69,31.5,237
564,2020-06-18 13:00:00,17.63,104.825,device 3,site B,22.0,13.1,57,31.5,239
565,2020-06-18 13:00:00,18.216666666666665,88.06333333333333,device 4,site B,22.0,13.1,57,31.5,239
566,2020-06-18 13:00:00,18.13333333333333,89.64333333333333,device 5,site B,22.0,13.1,57,31.5,239
567,2020-06-18 14:00:00,17.705,105.245,device 3,site B,22.0,13.1,57,33.3,240
568,2020-06-18 14:00:00,18.29,88.105,device 4,site B,22.0,13.1,57,33.3,240
569,2020-06-18 14:00:00,18.163333333333334,90.57000000000001,device 5,site B,22.0,13.1,57,33.3,240
570,2020-06-18 15:00:00,17.72,106.14,device 3,site B,22.0,12.0,53,31.5,243
571,2020-06-18 15:00:00,18.395000000000003,87.34,device 4,site B,22.0,12.0,53,31.5,243
572,2020-06-18 15:00:00,18.27,91.45,device 5,site B,22.0,12.0,53,31.5,243
573,2020-06-18 16:00:00,17.94,105.51,device 3,site B,23.0,12.9,53,31.5,241
574,2020-06-18 16:00:00,18.26,89.71,device 4,site B,23.0,12.9,53,31.5,241
575,2020-06-18 20:00:00,18.063333333333333,105.7,device 3,site B,20.0,10.1,53,18.5,258
576,2020-06-18 20:00:00,18.33,91.68,device 4,site B,20.0,10.1,53,18.5,258
577,2020-06-18 20:00:00,18.666666666666668,100.41000000000001,device 5,site B,20.0,10.1,53,18.5,258
578,2020-06-18 21:00:00,18.043333333333333,105.04333333333334,device 3,site B,20.0,10.1,53,14.8,260
579,2020-06-18 21:00:00,18.30666666666667,91.39999999999999,device 4,site B,20.0,10.1,53,14.8,260
580,2020-06-18 21:00:00,18.53,99.185,device 5,site B,20.0,10.1,53,14.8,260
581,2020-06-18 22:00:00,17.959999999999997,104.79333333333334,device 3,site B,20.0,11.0,56,9.3,265
582,2020-06-18 22:00:00,18.136666666666667,91.71999999999998,device 4,site B,20.0,11.0,56,9.3,265
583,2020-06-18 22:00:00,18.456666666666663,99.31333333333333,device 5,site B,20.0,11.0,56,9.3,265
584,2020-06-18 23:00:00,17.916666666666668,104.44333333333334,device 3,site B,19.0,14.1,73,9.3,272
585,2020-06-18 23:00:00,18.116666666666664,90.7,device 4,site B,19.0,14.1,73,9.3,272
586,2020-06-18 23:00:00,18.393333333333334,99.39333333333333,device 5,site B,19.0,14.1,73,9.3,272
587,2020-06-19 00:00:00,17.835,105.815,device 3,site B,18.0,14.1,78,9.3,273
588,2020-06-19 00:00:00,18.136666666666667,91.91666666666667,device 4,site B,18.0,14.1,78,9.3,273
589,2020-06-19 00:00:00,18.400000000000002,99.28333333333335,device 5,site B,18.0,14.1,78,9.3,273
590,2020-06-19 01:00:00,17.83,103.07333333333334,device 3,site B,14.0,12.0,88,7.4,283
591,2020-06-19 01:00:00,18.14,94.87666666666667,device 4,site B,14.0,12.0,88,7.4,283
592,2020-06-19 01:00:00,18.343333333333334,97.44,device 5,site B,14.0,12.0,88,7.4,283
593,2020-06-19 02:00:00,17.81,103.40333333333335,device 3,site B,14.0,12.0,88,7.4,287
594,2020-06-19 02:00:00,18.16,97.295,device 4,site B,14.0,12.0,88,7.4,287
595,2020-06-19 02:00:00,18.275,96.65,device 5,site B,14.0,12.0,88,7.4,287
596,2020-06-19 03:00:00,17.816666666666666,103.35000000000001,device 3,site B,12.0,9.0,82,5.5,294
597,2020-06-19 03:00:00,18.12666666666667,96.49333333333334,device 4,site B,12.0,9.0,82,5.5,294
598,2020-06-19 03:00:00,18.150000000000002,97.90333333333332,device 5,site B,12.0,9.0,82,5.5,294
599,2020-06-19 04:00:00,17.80666666666667,102.73333333333333,device 3,site B,13.0,11.1,88,5.5,327
600,2020-06-19 04:00:00,18.12,94.85,device 4,site B,13.0,11.1,88,5.5,327
601,2020-06-19 04:00:00,17.830000000000002,97.27666666666666,device 5,site B,13.0,11.1,88,5.5,327
602,2020-06-19 05:00:00,17.790000000000003,100.62333333333333,device 3,site B,17.0,12.9,77,5.5,309
603,2020-06-19 05:00:00,18.10666666666667,94.25333333333333,device 4,site B,17.0,12.9,77,5.5,309
604,2020-06-19 05:00:00,17.799999999999997,99.13333333333333,device 5,site B,17.0,12.9,77,5.5,309
605,2020-06-19 06:00:00,17.770000000000003,100.53999999999999,device 3,site B,19.0,12.0,64,7.4,277
606,2020-06-19 06:00:00,18.086666666666666,91.86000000000001,device 4,site B,19.0,12.0,64,7.4,277
607,2020-06-19 06:00:00,17.935000000000002,98.505,device 5,site B,19.0,12.0,64,7.4,277
608,2020-06-19 07:00:00,17.75,100.44666666666667,device 3,site B,23.0,12.0,50,9.3,248
609,2020-06-19 07:00:00,18.03,89.14500000000001,device 4,site B,23.0,12.0,50,9.3,248
610,2020-06-19 07:00:00,18.0,95.18333333333332,device 5,site B,23.0,12.0,50,9.3,248
611,2020-06-19 08:00:00,17.786666666666665,100.92333333333333,device 3,site B,25.0,11.2,42,13.0,233
612,2020-06-19 08:00:00,17.98,96.25,device 4,site B,25.0,11.2,42,13.0,233
613,2020-06-19 08:00:00,17.97,92.88499999999999,device 5,site B,25.0,11.2,42,13.0,233
614,2020-06-19 09:00:00,17.819999999999997,102.38,device 3,site B,25.0,11.9,44,18.5,230
615,2020-06-19 09:00:00,17.923333333333336,91.78333333333335,device 4,site B,25.0,11.9,44,18.5,230
616,2020-06-19 09:00:00,17.970000000000002,92.42333333333333,device 5,site B,25.0,11.9,44,18.5,230
617,2020-06-19 10:00:00,17.843333333333334,103.56666666666666,device 3,site B,26.0,10.2,37,27.8,245
618,2020-06-19 10:00:00,17.905,92.175,device 4,site B,26.0,10.2,37,27.8,245
619,2020-06-19 10:00:00,17.95,90.27999999999999,device 5,site B,26.0,10.2,37,27.8,245
620,2020-06-19 11:00:00,17.825,103.695,device 3,site B,25.0,11.9,44,29.6,241
621,2020-06-19 11:00:00,17.92,93.22,device 4,site B,25.0,11.9,44,29.6,241
622,2020-06-19 11:00:00,18.015,86.295,device 5,site B,25.0,11.9,44,29.6,241
623,2020-06-19 12:00:00,17.75,104.33,device 3,site B,25.0,11.9,44,31.5,243
624,2020-06-19 12:00:00,18.11666666666667,93.75,device 4,site B,25.0,11.9,44,31.5,243
625,2020-06-19 12:00:00,18.116666666666667,87.46666666666665,device 5,site B,25.0,11.9,44,31.5,243
626,2020-06-19 13:00:00,17.373333333333335,104.07333333333332,device 3,site B,25.0,12.9,47,33.3,246
627,2020-06-19 13:00:00,18.209999999999997,93.49333333333334,device 4,site B,25.0,12.9,47,33.3,246
628,2020-06-19 13:00:00,18.33666666666667,93.64333333333333,device 5,site B,25.0,12.9,47,33.3,246
629,2020-06-19 14:00:00,17.456666666666663,104.85333333333334,device 3,site B,25.0,11.9,44,35.2,249
630,2020-06-19 14:00:00,18.32,95.775,device 4,site B,25.0,11.9,44,35.2,249
631,2020-06-19 14:00:00,18.5,96.65666666666668,device 5,site B,25.0,11.9,44,35.2,249
632,2020-06-19 15:00:00,17.6,105.02333333333335,device 3,site B,24.0,9.2,39,33.3,250
633,2020-06-19 15:00:00,18.56,96.48,device 4,site B,24.0,9.2,39,33.3,250
634,2020-06-19 15:00:00,18.69,96.85000000000001,device 5,site B,24.0,9.2,39,33.3,250
635,2020-06-19 16:00:00,17.79,105.745,device 3,site B,24.0,11.0,44,33.3,257
636,2020-06-19 16:00:00,18.576666666666664,96.66666666666667,device 4,site B,24.0,11.0,44,33.3,257
637,2020-06-19 16:00:00,18.880000000000003,99.055,device 5,site B,24.0,11.0,44,33.3,257
638,2020-06-19 17:00:00,17.77,105.71999999999998,device 3,site B,24.0,9.9,41,29.6,260
639,2020-06-19 17:00:00,18.456666666666667,96.48333333333333,device 4,site B,24.0,9.9,41,29.6,260
640,2020-06-19 17:00:00,18.833333333333332,100.53666666666668,device 5,site B,24.0,9.9,41,29.6,260
641,2020-06-19 18:00:00,17.566666666666666,105.71666666666665,device 3,site B,23.0,10.1,44,27.8,260
642,2020-06-19 18:00:00,18.47,96.51666666666667,device 4,site B,23.0,10.1,44,27.8,260
643,2020-06-19 18:00:00,18.726666666666667,102.30333333333334,device 5,site B,23.0,10.1,44,27.8,260
644,2020-06-19 19:00:00,17.573333333333334,105.42,device 3,site B,23.0,10.1,44,24.1,263
645,2020-06-19 19:00:00,18.383333333333333,96.42333333333333,device 4,site B,23.0,10.1,44,24.1,263
646,2020-06-19 19:00:00,18.509999999999998,103.64500000000001,device 5,site B,23.0,10.1,44,24.1,263
647,2020-06-19 20:00:00,17.603333333333335,106.63333333333333,device 3,site B,22.0,11.1,50,20.4,268
648,2020-06-19 20:00:00,18.259999999999998,96.065,device 4,site B,22.0,11.1,50,20.4,268
649,2020-06-19 20:00:00,18.405,104.875,device 5,site B,22.0,11.1,50,20.4,268
650,2020-06-19 21:00:00,17.483333333333334,105.39999999999999,device 3,site B,20.0,14.1,69,16.7,270
651,2020-06-19 21:00:00,18.173333333333332,94.67999999999999,device 4,site B,20.0,14.1,69,16.7,270
652,2020-06-19 21:00:00,18.256666666666664,105.0,device 5,site B,20.0,14.1,69,16.7,270
653,2020-06-19 23:00:00,17.715,105.07,device 3,site B,19.0,15.1,78,9.3,286
654,2020-06-19 23:00:00,18.0,90.845,device 4,site B,19.0,15.1,78,9.3,286
655,2020-06-19 23:00:00,17.43,101.59,device 5,site B,19.0,15.1,78,9.3,286
656,2020-06-20 00:00:00,17.689999999999998,104.41333333333334,device 3,site B,19.0,15.1,78,9.3,291
657,2020-06-20 00:00:00,18.01,94.92666666666668,device 4,site B,19.0,15.1,78,9.3,291
658,2020-06-20 00:00:00,17.39,99.85666666666667,device 5,site B,19.0,15.1,78,9.3,291
659,2020-06-20 01:00:00,17.316666666666666,103.24333333333334,device 3,site B,16.0,12.0,77,7.4,296
660,2020-06-20 01:00:00,17.986666666666668,91.48,device 4,site B,16.0,12.0,77,7.4,296
661,2020-06-20 01:00:00,17.494999999999997,98.56,device 5,site B,16.0,12.0,77,7.4,296
662,2020-06-20 02:00:00,17.41,103.315,device 3,site B,16.0,13.1,83,7.4,300
663,2020-06-20 02:00:00,17.975,89.09,device 4,site B,16.0,13.1,83,7.4,300
664,2020-06-20 02:00:00,17.68,98.48333333333335,device 5,site B,16.0,13.1,83,7.4,300
665,2020-06-20 03:00:00,17.345,102.63,device 3,site B,14.0,11.0,82,5.5,307
666,2020-06-20 03:00:00,17.853333333333335,90.21,device 4,site B,14.0,11.0,82,5.5,307
667,2020-06-20 03:00:00,17.400000000000002,99.33333333333333,device 5,site B,14.0,11.0,82,5.5,307
668,2020-06-20 04:00:00,17.33,101.54666666666667,device 3,site B,14.0,11.0,82,5.5,322
669,2020-06-20 04:00:00,17.616666666666667,96.08,device 4,site B,14.0,11.0,82,5.5,322
670,2020-06-20 04:00:00,17.37333333333333,98.46333333333332,device 5,site B,14.0,11.0,82,5.5,322
671,2020-06-20 05:00:00,17.299999999999997,101.81666666666666,device 3,site B,20.0,10.1,53,5.5,323
672,2020-06-20 05:00:00,17.615000000000002,90.83500000000001,device 4,site B,20.0,10.1,53,5.5,323
673,2020-06-20 05:00:00,17.45,97.675,device 5,site B,20.0,10.1,53,5.5,323
674,2020-06-20 06:00:00,17.343333333333334,102.45666666666666,device 3,site B,22.0,9.2,44,5.5,302
675,2020-06-20 06:00:00,17.525,89.225,device 4,site B,22.0,9.2,44,5.5,302
676,2020-06-20 06:00:00,17.403333333333332,97.03666666666668,device 5,site B,22.0,9.2,44,5.5,302
677,2020-06-20 07:00:00,17.263333333333335,101.21,device 3,site B,24.0,12.9,50,7.4,265
678,2020-06-20 07:00:00,17.373333333333335,88.50333333333333,device 4,site B,24.0,12.9,50,7.4,265
679,2020-06-20 07:00:00,17.42,95.71333333333332,device 5,site B,24.0,12.9,50,7.4,265
680,2020-06-20 08:00:00,17.31,100.65666666666668,device 3,site B,24.0,12.0,47,9.3,228
681,2020-06-20 08:00:00,17.465,88.78,device 4,site B,24.0,12.0,47,9.3,228
682,2020-06-20 08:00:00,17.456666666666667,93.81333333333333,device 5,site B,24.0,12.0,47,9.3,228
683,2020-06-20 09:00:00,17.425,99.185,device 3,site B,24.0,12.9,50,14.8,220
684,2020-06-20 09:00:00,17.456666666666667,88.55333333333334,device 4,site B,24.0,12.9,50,14.8,220
685,2020-06-20 09:00:00,17.526666666666667,92.47000000000001,device 5,site B,24.0,12.9,50,14.8,220
686,2020-06-20 10:00:00,17.53,101.80666666666666,device 3,site B,26.0,13.2,45,16.7,220
687,2020-06-20 10:00:00,17.416666666666668,93.13,device 4,site B,26.0,13.2,45,16.7,220
688,2020-06-20 10:00:00,17.740000000000002,91.92,device 5,site B,26.0,13.2,45,16.7,220
689,2020-06-20 11:00:00,17.16,102.77666666666666,device 3,site B,26.0,14.1,48,20.4,223
690,2020-06-20 11:00:00,17.515,89.555,device 4,site B,26.0,14.1,48,20.4,223
691,2020-06-20 11:00:00,17.92,96.39666666666666,device 5,site B,26.0,14.1,48,20.4,223
692,2020-06-20 12:00:00,17.383333333333333,105.35333333333334,device 3,site B,27.0,13.0,42,20.4,227
693,2020-06-20 12:00:00,17.786666666666665,88.27,device 4,site B,27.0,13.0,42,20.4,227
694,2020-06-20 12:00:00,18.02,98.04333333333334,device 5,site B,27.0,13.0,42,20.4,227
695,2020-06-20 13:00:00,17.279999999999998,104.83999999999999,device 3,site B,27.0,14.1,45,22.2,230
696,2020-06-20 13:00:00,17.953333333333333,89.49666666666667,device 4,site B,27.0,14.1,45,22.2,230
697,2020-06-20 13:00:00,18.176666666666666,97.48333333333333,device 5,site B,27.0,14.1,45,22.2,230
698,2020-06-20 14:00:00,17.060000000000002,104.305,device 3,site B,28.0,13.1,40,24.1,238
699,2020-06-20 14:00:00,18.060000000000002,88.58,device 4,site B,28.0,13.1,40,24.1,238
700,2020-06-20 14:00:00,18.19,98.265,device 5,site B,28.0,13.1,40,24.1,238
701,2020-06-20 15:00:00,16.87,102.99333333333334,device 3,site B,29.0,12.8,37,24.1,242
702,2020-06-20 15:00:00,18.28,92.23,device 4,site B,29.0,12.8,37,24.1,242
703,2020-06-20 15:00:00,18.263333333333332,100.02666666666666,device 5,site B,29.0,12.8,37,24.1,242
704,2020-06-20 16:00:00,16.723333333333333,103.49000000000001,device 3,site B,28.0,12.0,37,18.5,250
705,2020-06-20 16:00:00,18.27,95.88999999999999,device 4,site B,28.0,12.0,37,18.5,250
706,2020-06-20 16:00:00,18.283333333333335,101.15666666666668,device 5,site B,28.0,12.0,37,18.5,250
707,2020-06-20 17:00:00,16.790000000000003,104.52666666666666,device 3,site B,27.0,11.1,37,18.5,253
708,2020-06-20 17:00:00,18.19,97.45333333333333,device 4,site B,27.0,11.1,37,18.5,253
709,2020-06-20 17:00:00,18.126666666666665,100.47333333333334,device 5,site B,27.0,11.1,37,18.5,253
710,2020-06-20 18:00:00,16.945,105.465,device 3,site B,25.0,11.9,44,16.7,259
711,2020-06-20 18:00:00,18.003333333333334,97.19666666666667,device 4,site B,25.0,11.9,44,16.7,259
712,2020-06-20 18:00:00,17.776666666666667,103.79,device 5,site B,25.0,11.9,44,16.7,259
713,2020-06-20 19:00:00,16.88,105.62,device 3,site B,22.0,14.1,61,14.8,264
714,2020-06-20 19:00:00,17.986666666666665,96.16333333333334,device 4,site B,22.0,14.1,61,14.8,264
715,2020-06-20 19:00:00,17.34,103.06,device 5,site B,22.0,14.1,61,14.8,264
716,2020-06-20 20:00:00,16.88333333333333,105.23,device 3,site B,22.0,14.1,61,13.0,270
717,2020-06-20 20:00:00,17.873333333333335,95.38333333333334,device 4,site B,22.0,14.1,61,13.0,270
718,2020-06-20 20:00:00,17.30666666666667,103.12,device 5,site B,22.0,14.1,61,13.0,270
719,2020-06-20 21:00:00,16.963333333333335,104.14666666666666,device 3,site B,22.0,14.1,61,11.1,275
720,2020-06-20 21:00:00,17.805,93.26,device 4,site B,22.0,14.1,61,11.1,275
721,2020-06-20 21:00:00,17.39,102.82,device 5,site B,22.0,14.1,61,11.1,275
722,2020-06-20 22:00:00,16.996666666666666,103.21333333333332,device 3,site B,21.0,12.9,60,14.8,275
723,2020-06-20 22:00:00,17.805,93.255,device 4,site B,21.0,12.9,60,14.8,275
724,2020-06-20 22:00:00,17.403333333333332,101.87666666666667,device 5,site B,21.0,12.9,60,14.8,275
725,2020-06-20 23:00:00,16.993333333333336,103.89333333333333,device 3,site B,22.0,11.1,50,11.1,280
726,2020-06-20 23:00:00,17.756666666666664,91.74666666666667,device 4,site B,22.0,11.1,50,11.1,280
727,2020-06-20 23:00:00,17.363333333333333,101.27,device 5,site B,22.0,11.1,50,11.1,280
728,2020-06-21 00:00:00,16.933333333333334,103.02000000000002,device 3,site B,18.0,13.1,73,9.3,288
729,2020-06-21 00:00:00,17.74,96.78000000000002,device 4,site B,18.0,13.1,73,9.3,288
730,2020-06-21 00:00:00,17.21,98.15,device 5,site B,18.0,13.1,73,9.3,288
731,2020-06-21 01:00:00,17.0,102.455,device 3,site B,19.0,12.0,64,7.4,295
732,2020-06-21 01:00:00,17.725,96.43,device 4,site B,19.0,12.0,64,7.4,295
733,2020-06-21 01:00:00,17.286666666666665,98.74000000000001,device 5,site B,19.0,12.0,64,7.4,295
734,2020-06-21 02:00:00,17.03,103.65333333333332,device 3,site B,22.0,9.2,44,7.4,308
735,2020-06-21 02:00:00,17.645,91.755,device 4,site B,22.0,9.2,44,7.4,308
736,2020-06-21 02:00:00,17.09,98.07000000000001,device 5,site B,22.0,9.2,44,7.4,308
737,2020-06-21 03:00:00,17.02,104.16333333333334,device 3,site B,22.0,9.2,44,5.5,316
738,2020-06-21 03:00:00,17.57,89.23,device 4,site B,22.0,9.2,44,5.5,316
739,2020-06-21 03:00:00,17.150000000000002,98.69666666666667,device 5,site B,22.0,9.2,44,5.5,316
740,2020-06-21 04:00:00,17.03,103.63666666666667,device 3,site B,22.0,9.2,44,9.3,329
741,2020-06-21 04:00:00,17.494999999999997,82.565,device 4,site B,22.0,9.2,44,9.3,329
742,2020-06-21 04:00:00,17.064999999999998,98.745,device 5,site B,22.0,9.2,44,9.3,329
743,2020-06-21 05:00:00,16.896666666666665,103.25,device 3,site B,23.0,10.1,44,7.4,329
744,2020-06-21 05:00:00,17.5,83.23,device 4,site B,23.0,10.1,44,7.4,329
745,2020-06-21 05:00:00,17.066666666666666,97.46,device 5,site B,23.0,10.1,44,7.4,329
746,2020-06-21 06:00:00,16.919999999999998,102.42,device 3,site B,24.0,9.9,41,7.4,332
747,2020-06-21 06:00:00,17.485,94.605,device 4,site B,24.0,9.9,41,7.4,332
748,2020-06-21 06:00:00,17.07,96.32000000000001,device 5,site B,24.0,9.9,41,7.4,332
749,2020-06-21 07:00:00,16.93,100.965,device 3,site B,27.0,9.8,34,9.3,325
750,2020-06-21 07:00:00,17.34,92.03666666666668,device 4,site B,27.0,9.8,34,9.3,325
751,2020-06-21 07:00:00,17.073333333333334,95.11,device 5,site B,27.0,9.8,34,9.3,325
752,2020-06-21 08:00:00,17.023333333333337,102.28666666666668,device 3,site B,28.0,9.8,32,9.3,315
753,2020-06-21 08:00:00,17.206666666666667,89.72666666666665,device 4,site B,28.0,9.8,32,9.3,315
754,2020-06-21 08:00:00,17.083333333333332,94.44666666666667,device 5,site B,28.0,9.8,32,9.3,315
755,2020-06-21 09:00:00,16.88,105.01333333333332,device 3,site B,29.0,10.2,31,11.1,291
756,2020-06-21 09:00:00,17.263333333333332,95.92333333333335,device 4,site B,29.0,10.2,31,11.1,291
757,2020-06-21 09:00:00,17.105,94.305,device 5,site B,29.0,10.2,31,11.1,291
758,2020-06-21 10:00:00,17.02,104.15666666666668,device 3,site B,30.0,10.0,29,11.1,320
759,2020-06-21 10:00:00,17.32,89.38499999999999,device 4,site B,30.0,10.0,29,11.1,320
760,2020-06-21 10:00:00,17.246666666666666,95.68,device 5,site B,30.0,10.0,29,11.1,320
761,2020-06-21 11:00:00,17.080000000000002,103.91666666666667,device 3,site B,30.0,10.0,29,14.8,244
762,2020-06-21 11:00:00,17.536666666666665,91.91333333333334,device 4,site B,30.0,10.0,29,14.8,244
763,2020-06-21 11:00:00,17.433333333333334,99.64999999999999,device 5,site B,30.0,10.0,29,14.8,244
764,2020-06-21 12:00:00,17.24,104.445,device 3,site B,29.0,12.8,37,14.8,220
765,2020-06-21 12:00:00,17.963333333333335,96.27,device 4,site B,29.0,12.8,37,14.8,220
766,2020-06-21 12:00:00,17.633333333333333,100.56,device 5,site B,29.0,12.8,37,14.8,220
767,2020-06-21 13:00:00,17.400000000000002,105.2,device 3,site B,27.0,15.1,48,14.8,216
768,2020-06-21 13:00:00,17.88,97.60333333333334,device 4,site B,27.0,15.1,48,14.8,216
